Species,North America,South America,Africa,Asia,Europe,Oceania
Lettered Aracari,6,1,6,6,6,6
Collared Aracari,1,1,6,6,6,6
Fiery-billed Aracari,6,6,6,6,6,6
Black-necked Aracari,6,1,6,6,6,6
Chestnut-eared Aracari,6,1,6,6,6,6
Many-banded Aracari,6,2,6,6,6,6
Ivory-billed Aracari,6,2,6,6,6,6
Curl-crested Aracari,6,2,6,6,6,6
Red-necked Aracari,6,3,6,6,6,6
Yellow-eared Toucanet,6,4,6,6,6,6
Guianan Toucanet,6,3,6,6,6,6
Golden-collared Toucanet,6,2,6,6,6,6
Tawny-tufted Toucanet,6,4,6,6,6,6
Gould's Toucanet,6,2,6,6,6,6
Spot-billed Toucanet,6,1,6,6,6,6
Toco Toucan,6,1,6,6,6,6
Yellow-throated Toucan,6,1,6,6,6,6
White-throated Toucan,6,1,6,6,6,6
Keel-billed Toucan,1,1,6,6,6,6
Choco Toucan,6,1,6,6,6,6
Channel-billed Toucan,6,1,6,6,6,6
Red-breasted Toucan,6,1,6,6,6,6
Cassin's Honeybird,6,6,6,6,6,6
Green-backed Honeybird,6,6,3,6,6,6
Brown-backed Honeybird,6,6,2,6,6,6
Zenker's Honeyguide,6,6,6,6,6,6
Yellow-footed Honeyguide,6,6,6,6,6,6
Dwarf Honeyguide,6,6,6,6,6,6
Willcocks's Honeyguide,6,6,6,6,6,6
Pallid Honeyguide,6,6,3,6,6,6
Least Honeyguide,6,6,4,6,6,6
Lesser Honeyguide,6,6,1,6,6,6
Spotted Honeyguide,6,6,6,6,6,6
Scaly-throated Honeyguide,6,6,2,6,6,6
Yellow-rumped Honeyguide,6,6,6,3,6,6
Malaysian Honeyguide,6,6,6,5,6,6
Greater Honeyguide,6,6,1,6,6,6
Lyre-tailed Honeyguide,6,6,6,6,6,6
Eurasian Wryneck,5,6,6,1,1,6
Red-throated Wryneck,6,6,1,6,6,6
Speckled Piculet,6,6,6,1,6,6
Bar-breasted Piculet,6,2,6,6,6,6
Orinoco Piculet,6,3,6,6,6,6
Lafresnaye's Piculet,6,2,6,6,6,6
Golden-spangled Piculet,6,2,6,6,6,6
Ecuadorian Piculet,6,3,6,6,6,6
Scaled Piculet,6,1,6,6,6,6
White-bellied Piculet,6,4,6,6,6,6
Arrowhead Piculet,6,6,6,6,6,6
Spotted Piculet,6,2,6,6,6,6
Speckle-chested Piculet,6,3,6,6,6,6
Varzea Piculet,6,4,6,6,6,6
White-barred Piculet,6,1,6,6,6,6
Ocellated Piculet,6,3,6,6,6,6
Ochre-collared Piculet,6,1,6,6,6,6
White-wedged Piculet,6,1,6,6,6,6
Rusty-necked Piculet,6,6,6,6,6,6
Rufous-breasted Piculet,6,3,6,6,6,6
Ochraceous Piculet,6,2,6,6,6,6
Mottled Piculet,6,3,6,6,6,6
Plain-breasted Piculet,6,3,6,6,6,6
Fine-barred Piculet,6,2,6,6,6,6
Olivaceous Piculet,6,1,6,6,6,6
Grayish Piculet,6,1,6,6,6,6
Chestnut Piculet,6,2,6,6,6,6
African Piculet,6,6,6,6,6,6
Rufous Piculet,6,6,6,3,6,6
White-browed Piculet,6,6,6,2,6,6
Antillean Piculet,6,6,6,6,6,6
Gray-and-buff Woodpecker,6,6,6,3,6,6
Heart-spotted Woodpecker,6,6,6,1,6,6
Williamson's Sapsucker,1,6,6,6,6,6
Yellow-bellied Sapsucker,1,5,6,6,6,6
Red-naped Sapsucker,1,6,6,6,6,6
Red-breasted Sapsucker,1,6,6,6,6,6
Cuban Green Woodpecker,1,6,6,6,6,6
White Woodpecker,6,1,6,6,6,6
Lewis's Woodpecker,1,6,6,6,6,6
Guadeloupe Woodpecker,6,6,6,6,6,6
Puerto Rican Woodpecker,6,6,6,6,6,6
Red-headed Woodpecker,1,6,6,6,6,6
Acorn Woodpecker,1,1,6,6,6,6
Golden-naped Woodpecker,6,6,6,6,6,6
Yellow-tufted Woodpecker,6,1,6,6,6,6
Yellow-fronted Woodpecker,6,1,6,6,6,6
Beautiful Woodpecker,6,2,6,6,6,6
Black-cheeked Woodpecker,3,1,6,6,6,6
White-fronted Woodpecker,6,1,6,6,6,6
Hispaniolan Woodpecker,6,6,6,6,6,6
Jamaican Woodpecker,6,6,6,6,6,6
Golden-cheeked Woodpecker,1,6,6,6,6,6
Gray-breasted Woodpecker,2,6,6,6,6,6
Yucatan Woodpecker,1,6,6,6,6,6
Red-crowned Woodpecker,6,1,6,6,6,6
Gila Woodpecker,1,6,6,6,6,6
Hoffmann's Woodpecker,6,6,6,6,6,6
Golden-fronted Woodpecker,1,6,6,6,6,6
Red-bellied Woodpecker,1,6,6,6,6,6
West Indian Woodpecker,1,6,6,6,6,6
Eurasian Three-toed Woodpecker,6,6,6,3,3,6
American Three-toed Woodpecker,2,6,6,6,6,6
Black-backed Woodpecker,2,6,6,6,6,6
Sulawesi Pygmy Woodpecker,6,6,6,3,6,6
Philippine Pygmy Woodpecker,6,6,6,6,6,6
Sulu Pygmy Woodpecker,6,6,6,6,6,6
Brown-capped Pygmy Woodpecker,6,6,6,1,6,6
Sunda Pygmy Woodpecker,6,6,6,2,6,6
Gray-capped Pygmy Woodpecker,6,6,6,1,6,6
Japanese Pygmy Woodpecker,6,6,6,1,6,6
Yellow-crowned Woodpecker,6,6,6,1,6,6
Middle Spotted Woodpecker,6,6,6,6,1,6
Brown-fronted Woodpecker,6,6,6,1,6,6
Arabian Woodpecker,6,6,6,6,6,6
Fire-bellied Woodpecker,6,6,6,6,6,6
Golden-crowned Woodpecker,6,6,3,6,6,6
Bearded Woodpecker,6,6,1,6,6,6
Abyssinian Woodpecker,6,6,6,6,6,6
Melancholy Woodpecker,6,6,6,6,6,6
Gabon Woodpecker,6,6,6,6,6,6
Elliot's Woodpecker,6,6,6,6,6,6
Little Gray Woodpecker,6,6,6,6,6,6
Speckle-breasted Woodpecker,6,6,5,6,6,6
Cardinal Woodpecker,6,6,1,6,6,6
Stierling's Woodpecker,6,6,6,6,6,6
Brown-backed Woodpecker,6,6,3,6,6,6
African Gray Woodpecker,6,6,3,6,6,6
Mountain Gray Woodpecker,6,6,1,6,6,6
Olive Woodpecker,6,6,1,6,6,6
Rufous-bellied Woodpecker,6,6,6,1,6,6
Fulvous-breasted Woodpecker,6,6,6,1,6,6
Freckle-breasted Woodpecker,6,6,6,1,6,6
Stripe-breasted Woodpecker,6,6,6,2,6,6
Okinawa Woodpecker,6,6,6,3,6,6
White-backed Woodpecker,6,6,6,1,3,6
Darjeeling Woodpecker,6,6,6,2,6,6
Great Spotted Woodpecker,4,6,6,1,1,6
White-winged Woodpecker,6,6,6,4,6,6
Himalayan Woodpecker,6,6,6,1,6,6
Syrian Woodpecker,6,6,6,6,6,6
Sind Woodpecker,6,6,6,6,6,6
Lesser Spotted Woodpecker,6,6,6,3,1,6
Crimson-naped Woodpecker,6,6,6,2,6,6
Necklaced Woodpecker,6,6,6,3,6,6
Downy Woodpecker,1,6,6,6,6,6
Nuttall's Woodpecker,1,6,6,6,6,6
Ladder-backed Woodpecker,1,6,6,6,6,6
Red-cockaded Woodpecker,2,6,6,6,6,6
Hairy Woodpecker,1,6,6,6,6,6
White-headed Woodpecker,1,6,6,6,6,6
Smoky-brown Woodpecker,2,1,6,6,6,6
Strickland's Woodpecker,3,6,6,6,6,6
Arizona Woodpecker,2,6,6,6,6,6
Red-rumped Woodpecker,6,1,6,6,6,6
Golden-collared Woodpecker,6,3,6,6,6,6
White-spotted Woodpecker,6,1,6,6,6,6
Checkered Woodpecker,6,1,6,6,6,6
Striped Woodpecker,6,1,6,6,6,6
Blood-colored Woodpecker,6,6,6,6,6,6
Little Woodpecker,6,1,6,6,6,6
Dot-fronted Woodpecker,6,3,6,6,6,6
Scarlet-backed Woodpecker,6,2,6,6,6,6
Yellow-vented Woodpecker,6,2,6,6,6,6
Bar-bellied Woodpecker,6,3,6,6,6,6
Red-stained Woodpecker,6,1,6,6,6,6
Choco Woodpecker,6,5,6,6,6,6
Yellow-eared Woodpecker,6,1,6,6,6,6
Maroon Woodpecker,6,6,6,3,6,6
Bay Woodpecker,6,6,6,1,6,6
Orange-backed Woodpecker,6,6,6,3,6,6
Greater Flameback,6,6,6,1,6,6
Malabar Flameback,6,6,6,1,6,6
Javan Flameback,6,6,6,4,6,6
Luzon Flameback,6,6,6,6,6,6
Yellow-faced Flameback,6,6,6,6,6,6
Buff-spotted Flameback,6,6,6,6,6,6
Red-headed Flameback,6,6,6,6,6,6
Crimson-backed Flameback,6,6,6,6,6,6
White-naped Woodpecker,6,6,6,1,6,6
Powerful Woodpecker,6,2,6,6,6,6
Crimson-bellied Woodpecker,6,3,6,6,6,6
Red-necked Woodpecker,6,1,6,6,6,6
Robust Woodpecker,6,1,6,6,6,6
Crimson-crested Woodpecker,6,1,6,6,6,6
Pale-billed Woodpecker,1,6,6,6,6,6
Guayaquil Woodpecker,6,3,6,6,6,6
Cream-backed Woodpecker,6,1,6,6,6,6
Magellanic Woodpecker,6,1,6,6,6,6
Ivory-billed Woodpecker,6,6,6,6,6,6
Imperial Woodpecker,6,6,6,6,6,6
Rufous Woodpecker,6,6,6,1,6,6
Buff-necked Woodpecker,6,6,6,3,6,6
Buff-rumped Woodpecker,6,6,6,3,6,6
Zebra Woodpecker,6,6,6,5,6,6
Black-and-buff Woodpecker,6,6,6,3,6,6
Pale-headed Woodpecker,6,6,6,3,6,6
Bamboo Woodpecker,6,6,6,3,6,6
Olive-backed Woodpecker,6,6,6,5,6,6
Himalayan Flameback,6,6,6,2,6,6
Common Flameback,6,6,6,1,6,6
Spot-throated Flameback,6,6,6,6,6,6
Black-rumped Flameback,6,6,6,1,6,6
Red-backed Flameback,6,6,6,6,6,6
Lesser Yellownape,6,6,6,1,6,6
Crimson-winged Woodpecker,6,6,6,3,6,6
Streak-throated Woodpecker,6,6,6,1,6,6
Scaly-bellied Woodpecker,6,6,6,1,6,6
Red-collared Woodpecker,6,6,6,6,6,6
Streak-breasted Woodpecker,6,6,6,3,6,6
Laced Woodpecker,6,6,6,2,6,6
Japanese Woodpecker,6,6,6,1,6,6
Gray-headed Woodpecker,6,6,6,1,2,6
Black-headed Woodpecker,6,6,6,2,6,6
Levaillant's Woodpecker,6,6,6,6,3,6
Eurasian Green Woodpecker,6,6,6,6,1,6
Iberian Green Woodpecker,6,6,6,6,1,6
Banded Woodpecker,6,6,6,2,6,6
Greater Yellownape,6,6,6,1,6,6
Checker-throated Woodpecker,6,6,6,3,6,6
Ground Woodpecker,6,6,3,6,6,6
Brown-eared Woodpecker,6,6,3,6,6,6
Buff-spotted Woodpecker,6,6,3,6,6,6
Tullberg's Woodpecker,6,6,6,6,6,6
Fine-banded Woodpecker,6,6,3,6,6,6
Green-backed Woodpecker,6,6,3,6,6,6
Nubian Woodpecker,6,6,1,6,6,6
Fine-spotted Woodpecker,6,6,5,6,6,6
Bennett's Woodpecker,6,6,2,6,6,6
Speckle-throated Woodpecker,6,6,5,6,6,6
Knysna Woodpecker,6,6,3,6,6,6
Golden-tailed Woodpecker,6,6,1,6,6,6
Mombasa Woodpecker,6,6,3,6,6,6
Ashy Woodpecker,6,6,6,3,6,6
Northern Sooty-Woodpecker,6,6,6,6,6,6
Southern Sooty-Woodpecker,6,6,6,6,6,6
Great Slaty Woodpecker,6,6,6,2,6,6
Lineated Woodpecker,1,1,6,6,6,6
Pileated Woodpecker,1,6,6,6,6,6
Black-bodied Woodpecker,6,2,6,6,6,6
White-bellied Woodpecker,6,6,6,1,6,6
Andaman Woodpecker,6,6,6,2,6,6
Black Woodpecker,6,6,6,3,1,6
Cinnamon Woodpecker,6,2,6,6,6,6
Ringed Woodpecker,6,2,6,6,6,6
Helmeted Woodpecker,6,3,6,6,6,6
Chestnut-colored Woodpecker,2,6,6,6,6,6
Waved Woodpecker,6,1,6,6,6,6
Cream-colored Woodpecker,6,1,6,6,6,6
Rufous-headed Woodpecker,6,3,6,6,6,6
Kaempfer's Woodpecker,6,4,6,6,6,6
Ochre-backed Woodpecker,6,2,6,6,6,6
Chestnut Woodpecker,6,1,6,6,6,6
Pale-crested Woodpecker,6,2,6,6,6,6
Blond-crested Woodpecker,6,1,6,6,6,6
Rufous-winged Woodpecker,6,6,6,6,6,6
Stripe-cheeked Woodpecker,6,6,6,6,6,6
White-throated Woodpecker,6,3,6,6,6,6
Lita Woodpecker,6,3,6,6,6,6
Yellow-throated Woodpecker,6,1,6,6,6,6
Golden-green Woodpecker,6,2,6,6,6,6
White-browed Woodpecker,6,2,6,6,6,6
Golden-olive Woodpecker,1,1,6,6,6,6
Gray-crowned Woodpecker,2,6,6,6,6,6
Crimson-mantled Woodpecker,6,1,6,6,6,6
Black-necked Woodpecker,6,2,6,6,6,6
Spot-breasted Woodpecker,6,1,6,6,6,6
Green-barred Woodpecker,6,1,6,6,6,6
Northern Flicker,1,6,6,6,6,6
Guatemalan Flicker,1,6,6,6,6,6
Gilded Flicker,2,6,6,6,6,6
Bermuda Flicker,6,6,6,6,6,6
Fernandina's Flicker,2,6,6,6,6,6
Chilean Flicker,6,1,6,6,6,6
Andean Flicker,6,1,6,6,6,6
Campo Flicker,6,1,6,6,6,6
Red-legged Seriema,6,1,6,6,6,6
Black-legged Seriema,6,2,6,6,6,6
Laughing Falcon,1,1,6,6,6,6
Buckley's Forest-Falcon,6,3,6,6,6,6
Collared Forest-Falcon,5,1,6,6,6,6
Slaty-backed Forest-Falcon,6,4,6,6,6,6
Barred Forest-Falcon,2,1,6,6,6,6
Cryptic Forest-Falcon,6,3,6,6,6,6
Plumbeous Forest-Falcon,6,6,6,6,6,6
Lined Forest-Falcon,6,3,6,6,6,6
Spot-winged Falconet,6,3,6,6,6,6
Guadalupe Caracara,6,6,6,6,6,6
Crested Caracara,2,1,6,6,6,6
Red-throated Caracara,6,1,6,6,6,6
Yellow-headed Caracara,5,1,6,6,6,6
Black Caracara,6,1,6,6,6,6
Chimango Caracara,6,1,6,6,6,6
Carunculated Caracara,6,3,6,6,6,6
Mountain Caracara,6,1,6,6,6,6
White-throated Caracara,6,2,6,6,6,6
Striated Caracara,6,3,6,6,6,6
Pygmy Falcon,6,6,1,6,6,6
Philippine Falconet,6,6,6,6,6,6
Pied Falconet,6,6,6,3,6,6
Collared Falconet,6,6,6,1,6,6
Black-thighed Falconet,6,6,6,2,6,6
White-fronted Falconet,6,6,6,6,6,6
White-rumped Falcon,6,6,6,6,6,6
Lesser Kestrel,6,6,2,3,1,6
Eurasian Kestrel,4,6,1,1,1,6
Rock Kestrel,6,6,1,6,6,6
Malagasy Kestrel,6,6,6,6,6,6
Mauritius Kestrel,6,6,6,6,6,6
Seychelles Kestrel,6,6,6,6,6,6
Reunion Kestrel,6,6,6,6,6,6
Spotted Kestrel,6,6,6,2,6,6
Nankeen Kestrel,6,6,6,6,6,1
Greater Kestrel,6,6,2,6,6,6
American Kestrel,1,1,6,6,6,6
Fox Kestrel,6,6,4,6,6,6
Gray Kestrel,6,6,2,6,6,6
Dickinson's Kestrel,6,6,3,6,6,6
Banded Kestrel,6,6,6,6,6,6
Red-necked Falcon,6,6,3,2,6,6
Red-footed Falcon,5,6,5,5,3,6
Amur Falcon,6,6,2,2,6,6
Eleonora's Falcon,6,6,5,6,2,6
Sooty Falcon,6,6,3,6,6,6
Merlin,1,2,6,3,1,6
Eurasian Hobby,4,6,2,2,2,6
African Hobby,6,6,3,6,6,6
Oriental Hobby,6,6,6,2,6,4
Australian Hobby,6,6,6,4,6,1
New Zealand Falcon,6,6,6,6,6,1
Brown Falcon,6,6,6,6,6,1
Gray Falcon,6,6,6,6,6,3
Black Falcon,6,6,6,6,6,2
Aplomado Falcon,3,1,6,6,6,6
Bat Falcon,5,1,6,6,6,6
Orange-breasted Falcon,6,6,6,6,6,6
Lanner Falcon,6,6,1,6,6,6
Laggar Falcon,6,6,6,2,6,6
Saker Falcon,6,6,6,6,6,6
Gyrfalcon,2,6,6,6,6,6
Peregrine Falcon,1,1,2,1,1,1
Prairie Falcon,1,6,6,6,6,6
Taita Falcon,6,6,6,6,6,6
Kea,6,6,6,6,6,1
Norfolk Island Kaka,6,6,6,6,6,6
New Zealand Kaka,6,6,6,6,6,1
Kakapo,6,6,6,6,6,6
Yellow-tailed Black-Cockatoo,6,6,6,6,6,1
Carnaby's Black-Cockatoo,6,6,6,6,6,1
Baudin's Black-Cockatoo,6,6,6,6,6,2
Red-tailed Black-Cockatoo,6,6,6,6,6,1
Glossy Black-Cockatoo,6,6,6,6,6,1
Cockatiel,4,5,6,5,3,1
Palm Cockatoo,6,6,6,6,6,3
Gang-gang Cockatoo,6,6,6,6,6,1
Galah,6,6,6,6,6,1
Pink Cockatoo,6,6,6,6,6,1
Philippine Cockatoo,6,6,6,6,6,6
Tanimbar Corella,6,6,6,5,6,6
Solomons Corella,6,6,6,6,6,4
Western Corella,6,6,6,6,6,2
Little Corella,6,6,6,6,6,1
Long-billed Corella,6,6,6,6,6,1
White Cockatoo,6,6,6,6,6,6
Blue-eyed Cockatoo,6,6,6,6,6,5
Salmon-crested Cockatoo,6,6,6,6,6,6
Yellow-crested Cockatoo,6,6,6,6,6,6
Citron-crested Cockatoo,6,6,6,6,6,6
Sulphur-crested Cockatoo,6,6,6,6,6,1
Pesquet's Parrot,6,6,6,6,6,5
Greater Vasa Parrot,6,6,6,6,6,6
Lesser Vasa Parrot,6,6,6,6,6,6
Comoro Black Parrot,6,6,6,6,6,6
Seychelles Parrot,6,6,6,6,6,6
Yellow-capped Pygmy-Parrot,6,6,6,4,6,5
Geelvink Pygmy-Parrot,6,6,6,4,6,6
Buff-faced Pygmy-Parrot,6,6,6,4,6,4
Red-breasted Pygmy-Parrot,6,6,6,5,6,4
Meek's Pygmy-Parrot,6,6,6,6,6,6
Finsch's Pygmy-Parrot,6,6,6,6,6,6
Superb Parrot,6,6,6,6,6,1
Regent Parrot,6,6,6,6,6,2
Princess Parrot,6,6,6,6,6,5
Australian King-Parrot,6,6,6,6,6,1
Moluccan King-Parrot,6,6,6,6,6,6
Papuan King-Parrot,6,6,6,5,6,3
Olive-shouldered Parrot,6,6,6,6,6,6
Red-winged Parrot,6,6,6,6,6,1
Buru Racquet-tail,6,6,6,6,6,6
Golden-mantled Racquet-tail,6,6,6,6,6,6
Mindanao Racquet-tail,6,6,6,6,6,6
Luzon Racquet-tail,6,6,6,6,6,6
Blue-headed Racquet-tail,6,6,6,6,6,6
Mindoro Racquet-tail,6,6,6,6,6,6
Blue-winged Racquet-tail,6,6,6,6,6,6
Yellow-breasted Racquet-tail,6,6,6,6,6,6
Green Racquet-tail,6,6,6,6,6,6
Blue-crowned Racquet-tail,6,6,6,6,6,6
Moluccan Eclectus,6,6,6,3,6,6
Sumba Eclectus,6,6,6,5,6,6
Tanimbar Eclectus,6,6,6,6,6,6
Papuan Eclectus,6,6,6,2,6,2
Oceanic Eclectus,6,6,6,6,6,6
Red-cheeked Parrot,6,6,6,2,6,2
Blue-collared Parrot,6,6,6,6,6,6
Singing Parrot,6,6,6,6,6,3
Blue-rumped Parrot,6,6,6,4,6,6
Simeulue Parrot,6,6,6,6,6,6
Mascarene Parrot,6,6,6,6,6,6
Alexandrine Parakeet,6,6,5,1,2,4
Seychelles Parakeet,6,6,6,6,6,6
Rose-ringed Parakeet,2,5,1,1,1,3
Echo Parakeet,6,6,6,6,6,6
Slaty-headed Parakeet,6,6,6,1,6,6
Gray-headed Parakeet,6,6,6,3,6,6
Plum-headed Parakeet,6,6,6,1,6,6
Blossom-headed Parakeet,6,6,6,2,6,6
Malabar Parakeet,6,6,6,1,6,6
Layard's Parakeet,6,6,6,6,6,6
Derbyan Parakeet,6,6,6,6,6,6
Red-breasted Parakeet,6,6,6,1,6,6
Nicobar Parakeet,6,6,6,5,6,6
Newton's Parakeet,6,6,6,6,6,6
Long-tailed Parakeet,6,6,6,1,6,6
Mauritius Gray Parrot,6,6,6,6,6,6
Broad-billed Parrot,6,6,6,6,6,6
Rodrigues Parrot,6,6,6,6,6,6
Painted Tiger-Parrot,6,6,6,6,6,6
Brehm's Tiger-Parrot,6,6,6,6,6,3
Modest Tiger-Parrot,6,6,6,5,6,5
Madarasz's Tiger-Parrot,6,6,6,6,6,6
Black-lored Parrot,6,6,6,6,6,6
Great-billed Parrot,6,6,6,6,6,6
Blue-naped Parrot,6,6,6,6,6,6
Blue-backed Parrot,6,6,6,6,6,6
Azure-rumped Parrot,6,6,6,6,6,6
Ground Parrot,6,6,6,6,6,3
Night Parrot,6,6,6,6,6,6
Bourke's Parrot,6,6,6,6,6,2
Blue-winged Parrot,6,6,6,6,6,1
Elegant Parrot,6,6,6,6,6,1
Rock Parrot,6,6,6,6,6,2
Orange-bellied Parrot,6,6,6,6,6,6
Turquoise Parrot,6,6,6,6,6,1
Scarlet-chested Parrot,6,6,6,6,6,5
Swift Parrot,6,6,6,6,6,1
Crimson Shining-Parrot,6,6,6,6,6,3
Red Shining-Parrot,6,6,6,6,6,3
Masked Shining-Parrot,6,6,6,6,6,3
Horned Parakeet,6,6,6,6,6,3
Ouvea Parakeet,6,6,6,6,6,6
Raiatea Parakeet,6,6,6,6,6,6
Black-fronted Parakeet,6,6,6,6,6,6
Antipodes Parakeet,6,6,6,6,6,5
Red-crowned Parakeet,6,6,6,6,6,1
Reischek's Parakeet,6,6,6,6,6,6
New Caledonian Parakeet,6,6,6,6,6,4
Norfolk Island Parakeet,6,6,6,6,6,6
Yellow-crowned Parakeet,6,6,6,6,6,2
Chatham Islands Parakeet,6,6,6,6,6,5
Malherbe's Parakeet,6,6,6,6,6,3
Australian Ringneck,6,6,6,6,6,1
Green Rosella,6,6,6,6,6,1
Crimson Rosella,6,6,6,6,6,1
Northern Rosella,6,6,6,6,6,2
Eastern Rosella,6,6,6,6,5,1
Pale-headed Rosella,6,6,6,6,6,1
Western Rosella,6,6,6,6,6,1
Greater Bluebonnet,6,6,6,6,6,1
Naretha Bluebonnet,6,6,6,6,6,5
Red-rumped Parrot,6,6,6,6,6,1
Mulga Parrot,6,6,6,6,6,1
Hooded Parrot,6,6,6,6,6,2
Golden-shouldered Parrot,6,6,6,6,6,3
Paradise Parrot,6,6,6,6,6,6
Red-capped Parrot,6,6,6,6,6,1
Dusky-cheeked Fig-Parrot,6,6,6,6,6,5
Blue-fronted Fig-Parrot,6,6,6,6,6,6
Black-fronted Fig-Parrot,6,6,6,6,6,6
Double-eyed Fig-Parrot,6,6,6,3,6,1
Large Fig-Parrot,6,6,6,4,6,5
Edwards's Fig-Parrot,6,6,6,5,6,5
Salvadori's Fig-Parrot,6,6,6,5,6,6
Guaiabero,6,6,6,6,6,6
Budgerigar,4,5,6,4,4,1
Plum-faced Lorikeet,6,6,6,5,6,3
Pygmy Lorikeet,6,6,6,5,6,6
Red-fronted Lorikeet,6,6,6,5,6,6
Red-flanked Lorikeet,6,6,6,3,6,3
Blue-fronted Lorikeet,6,6,6,6,6,6
Fairy Lorikeet,6,6,6,5,6,6
Striated Lorikeet,6,6,6,6,6,6
Josephine's Lorikeet,6,6,6,6,6,5
West Papuan Lorikeet,6,6,6,4,6,6
Stella's Lorikeet,6,6,6,6,6,3
Duchess Lorikeet,6,6,6,6,6,5
Meek's Lorikeet,6,6,6,6,6,5
New Caledonian Lorikeet,6,6,6,6,6,6
Red-chinned Lorikeet,6,6,6,6,6,5
Palm Lorikeet,6,6,6,6,6,6
Red-throated Lorikeet,6,6,6,6,6,6
Collared Lory,6,6,6,6,6,2
Blue-crowned Lorikeet,6,6,6,6,6,5
Ultramarine Lorikeet,6,6,6,6,6,6
Stephen's Lorikeet,6,6,6,6,6,6
Kuhl's Lorikeet,6,6,6,6,6,6
Blue Lorikeet,6,6,6,6,6,6
Yellow-billed Lorikeet,6,6,6,5,6,3
Orange-billed Lorikeet,6,6,6,6,6,3
White-naped Lory,6,6,6,6,6,6
Yellow-bibbed Lory,6,6,6,6,6,6
Chattering Lory,6,6,6,6,6,6
Purple-naped Lory,6,6,6,6,6,6
Purple-bellied Lory,6,6,6,6,6,3
Black-capped Lory,6,6,6,6,6,3
Varied Lorikeet,6,6,6,6,6,2
Little Lorikeet,6,6,6,6,6,1
Purple-crowned Lorikeet,6,6,6,6,6,1
Dusky Lory,6,6,6,5,6,3
Cardinal Lory,6,6,6,6,6,4
Brown Lory,6,6,6,5,6,6
Black Lory,6,6,6,3,6,6
Yellow-streaked Lory,6,6,6,6,6,4
Goldie's Lorikeet,6,6,6,6,6,5
Musk Lorikeet,6,6,6,6,6,1
Mindanao Lorikeet,6,6,6,6,6,6
Iris Lorikeet,6,6,6,6,6,6
Ornate Lorikeet,6,6,6,4,6,6
Yellow-cheeked Lorikeet,6,6,6,3,6,6
Sula Lorikeet,6,6,6,5,6,6
Blue-streaked Lory,6,6,6,6,6,6
Blue-eared Lory,6,6,6,6,6,6
Red Lory,6,6,6,6,6,6
Black-winged Lory,6,6,6,4,6,6
Red-and-blue Lory,6,6,6,6,6,6
Violet-necked Lory,6,6,6,6,6,6
Pohnpei Lorikeet,6,6,6,6,6,6
Scaly-breasted Lorikeet,6,6,6,6,6,1
Coconut Lorikeet,6,6,6,6,6,2
Biak Lorikeet,6,6,6,6,6,6
Rainbow Lorikeet,6,6,6,6,6,1
Red-collared Lorikeet,6,6,6,6,6,1
Olive-headed Lorikeet,6,6,6,4,6,6
Marigold Lorikeet,6,6,6,6,6,6
Leaf Lorikeet,6,6,6,6,6,6
Sunset Lorikeet,6,6,6,6,6,6
Vernal Hanging-Parrot,6,6,6,1,6,6
Sri Lanka Hanging-Parrot,6,6,6,6,6,6
Philippine Hanging-Parrot,6,6,6,6,6,6
Camiguin Hanging-Parrot,6,6,6,6,6,6
Black-billed Hanging-Parrot,6,6,6,6,6,6
Blue-crowned Hanging-Parrot,6,6,6,2,6,6
Sulawesi Hanging-Parrot,6,6,6,2,6,6
Sula Hanging-Parrot,6,6,6,5,6,6
Moluccan Hanging-Parrot,6,6,6,3,6,6
Sangihe Hanging-Parrot,6,6,6,5,6,6
Papuan Hanging-Parrot,6,6,6,5,6,6
Green-fronted Hanging-Parrot,6,6,6,6,6,6
Pygmy Hanging-Parrot,6,6,6,3,6,6
Yellow-throated Hanging-Parrot,6,6,6,6,6,6
Wallace's Hanging-Parrot,6,6,6,6,6,6
Black-collared Lovebird,6,6,6,6,6,6
Gray-headed Lovebird,6,6,6,6,6,6
Red-headed Lovebird,6,6,4,6,6,6
Black-winged Lovebird,6,6,6,6,6,6
Rosy-faced Lovebird,2,5,2,5,3,6
Fischer's Lovebird,4,6,2,5,5,6
Yellow-collared Lovebird,6,6,2,5,5,6
Lilian's Lovebird,6,5,6,6,6,6
Black-cheeked Lovebird,6,6,6,6,6,6
Timneh Parrot,6,6,6,6,6,6
Gray Parrot,6,6,5,6,5,6
Brown-necked Parrot,6,6,3,6,6,6
Cape Parrot,6,6,3,6,6,6
Red-fronted Parrot,6,6,3,6,6,6
Meyer's Parrot,6,6,1,6,6,6
Rüppell's Parrot,6,6,6,6,6,6
Brown-headed Parrot,6,6,1,6,6,6
Niam-Niam Parrot,6,6,6,6,6,6
Red-bellied Parrot,6,6,2,6,6,6
Senegal Parrot,6,6,3,6,6,6
Yellow-fronted Parrot,6,6,6,6,6,6
Lilac-tailed Parrotlet,6,3,6,6,6,6
Scarlet-shouldered Parrotlet,6,2,6,6,6,6
Red-fronted Parrotlet,6,6,6,6,6,6
Blue-fronted Parrotlet,6,3,6,6,6,6
Sapphire-rumped Parrotlet,6,3,6,6,6,6
Brown-backed Parrotlet,6,3,6,6,6,6
Golden-tailed Parrotlet,6,2,6,6,6,6
Spot-winged Parrotlet,6,4,6,6,6,6
Gray-hooded Parakeet,6,2,6,6,6,6
Mountain Parakeet,6,2,6,6,6,6
Barred Parakeet,2,2,6,6,6,6
